,author,description,publishedAt,source,title,url
34,mail@democracynow.org (Democracy Now!),"White House Will Back House Immigration Bills Condemned by Advocates, Canada Appeals to U.S. Senators to End Trump's Trade War, Journalist's Lawsuit Against Federal ""Kill List"" to Proceed, Antarctic Ice Melt Speeding Up, Threatening Coastal Cities Worldwide, Harvard Scientists Warn Trump's EPA Policies Could Kill 80,000+ Per Decade, Yemen: U.N. Warns of Catastrophe Amid Saudi-Led Assault on Port City, U.N. General Assembly Condemns Israel's Massacre of Gaza Protesters, West Bank Palestinians Protest PA Sanctions Against Gaza Strip, Mexican Congressional Candidate Assassinated After Debate, Bolivian Police Crack Down on Protests Calling for Education Funding, Argentina Lawmakers Debate Bill to Decriminalize Some Abortions, Trump Says North Korea Not a Nuclear Threat, Praises Kim Jong-un, Democratic Leaders Blast Trump for Halting Korea War Games, Massachusetts Sues Purdue Pharma Executives over OxyContin Deaths, L.A. Prosecutors Looking into Sylvester Stallone Rape Allegations, Texas: No New Trial for Woman Sentenced to 5 Years for Illegal Voting, Protests Erupt as Jersey City Confiscates Indypendent Newspaper Boxes","Thu, 14 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 14, 2018",http://www.democracynow.org/2018/6/14/headlines
35,mail@democracynow.org (Democracy Now!),"Nine religious leaders were arrested on the steps of the Supreme Court on Monday in Washington, D.C., after participating in a national day of action for the new Poor People's Campaign. They were handcuffed for five hours and jailed overnight in cells with cockroaches before being brought into court in ankle irons. The religious leaders were among 100 people arrested in Washington, D.C., Monday as part of the protests against poverty and racism. We speak with Rev. Liz Theoharis, who was one of the nine arrested Monday.","Wed, 13 Jun 2018 08:52:25 -0400",democracy now,"Religious Leaders Shackled, Held in Jail Overnight, After Praying in Protest Outside Supreme Court",http://www.democracynow.org/2018/6/13/religious_leaders_shackled_held_in_jail
36,mail@democracynow.org (Democracy Now!),"Demonstrators descended on Washington Monday in the latest protest staged by the new Poor People's Campaign, which organizers say is the most expansive wave of nonviolent direct action in the U.S. this century. Campaign organizers Reverends William Barber and Liz Theoharis and around 100 others were arrested for protesting a Supreme Court ruling that dealt a major setback to voting rights by upholding Ohio's controversial voter purge law. At least 300 people were arrested nationwide. Nearly 2,000 people have been arrested around the country since the campaign launched, 50 years after Rev. Martin Luther King Jr. launched the first Poor People's Campaign. Democracy Now!'s Amy Goodman and Carla Wills were in the streets of Washington, D.C., covering the action.","Wed, 13 Jun 2018 08:28:34 -0400",democracy now,Special Report: In the Streets with the New Poor People's Campaign Against Racism and Poverty,http://www.democracynow.org/2018/6/13/special_report_in_the_streets_with
37,mail@democracynow.org (Democracy Now!),"The Supreme Court has ruled 5 to 4 to uphold Ohio's aggressive purging of voters from the rolls. The ruling means that states can remove people from voter rolls if they miss a few elections and then fail to respond to notices from election officials. One survey found nearly 150,000 people were removed from the voting rolls in recent years in Ohio's three largest counties alone. Critics say the court's decision is yet another victory for conservatives trying to restrict voting rights. We speak with Ari Berman, senior writer at Mother Jones and a reporting fellow at The Nation Institute. His latest article is headlined ""The Supreme Court Is Helping Republicans Kill a Key Voting Rights Law.""
","Wed, 13 Jun 2018 08:19:21 -0400",democracy now,"""Relic of Jim Crow Era"": Ari Berman on Supreme Court's Decision to Uphold Ohio's Voter Purge",http://www.democracynow.org/2018/6/13/relic_of_jim_crow_era_ari
38,mail@democracynow.org (Democracy Now!),"In Yemen, a coalition led by Saudi Arabia and the United Arab Emirates has launched an all-out offensive against the key port city of Hodeidah. The offensive is expected to be the biggest battle in the ongoing 3-year war between the U.S.-backed, Saudi-led coalition and Houthi rebels. The war has already killed 15,000 civilians, sparked the world's worst cholera epidemic and pushed the country to the brink of famine. Humanitarian organizations have warned the offensive could be a catastrophe for a quarter of a million civilians living in the port city, and for the rest of the Yemen, which is highly dependent on aid that travels through this port. For more, we speak with Congressmember Ro Khanna in Washington, D.C. He recently co-authored a bipartisan letter calling for Defense Secretary James Mattis to help prevent an attack on Hodeidah. ","Wed, 13 Jun 2018 08:08:40 -0400",democracy now,A Humanitarian Catastrophe: U.S.-Backed Forces Attack Key Yemeni Port Imperiling Millions,http://www.democracynow.org/2018/6/13/a_humanitarian_catastrophe_us_backed_forces
39,mail@democracynow.org (Democracy Now!),"Judge Approves AT&T's $85 Billion Merger with Time Warner, U.S.-Backed, Saudi-Led Coalition Launches Offensive Against Yemen's Key Port City, Afghanistan: More Than a Dozen Killed in Taliban Attacks on Eve of Ceasefire, Israeli Police Again Question Netanyahu over Corruption Scandal, Maine Gov. Threatens Not to Certify Primary Results over Ranked-Choice Voting, South Carolina: Republican Mark Sanford Loses Primary, After Criticizing Trump, Corey Stewart Wins VA Republican Senate Primary on Anti-Immigrant, Pro-Confederate Platform, McClatchy: U.S. Considering Housing Immigrant Children in Tent Cities on Military Bases, Hundreds Gather in Orlando to Honor 49 People Killed in Pulse Nightclub Massacre","Wed, 13 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 13, 2018",http://www.democracynow.org/2018/6/13/headlines
40,mail@democracynow.org (Democracy Now!),"As President Trump prepared for his historic summit meeting with North Korean leader Kim Jong-un, Senate Minority Leader Chuck Schumer and other top Democrats penned a letter last week threatening to maintain or even strengthen sanctions against North Korea if Trump did not ensure that the country completely dismantle all of its nuclear, chemical and biological weapons. The lawmakers wrote, ""Any deal that explicitly or implicitly gives North Korea sanctions relief for anything other than the verifiable performance of its obligations to dismantle its nuclear and missile arsenal is a bad deal."" Progressives have blasted the letter for its hardline stance. Fifteen Democratic congressmembers, including Ro Khanna of California, penned a letter to President Trump, writing, ""diplomacy is the only path to resolve the tensions between our countries."" In Washington, D.C., we are joined by Rep. Ro Khanna.
","Tue, 12 Jun 2018 08:50:07 -0400",democracy now,"Rep. Ro Khanna: If U.S.-North Korea Summit Happened Under Obama, Democrats Would Be Cheering",http://www.democracynow.org/2018/6/12/rep_ro_khanna_if_us_north
41,mail@democracynow.org (Democracy Now!),"President Trump's historic meeting with North Korean leader Kim Jong-un follows another historic meeting only weeks earlier between Kim and South Korean leader Moon Jae-in, where the two leaders agreed to work to formally end the Korean War. After Tuesday's summit in Singapore, Trump called the Korean War ""an extremely bloody conflict"" and expressed hope that the war would soon formally end. For more, we speak with University of Chicago historian Bruce Cumings, author of several books on Korea, including ""Korea's Place in the Sun: A Modern History"" and ""North Korea: Another Country."" 
","Tue, 12 Jun 2018 08:43:34 -0400",democracy now,"Prof. Bruce Cumings: U.S. Bombing in Korea More Destructive Than Damage to Germany, Japan in WWII",http://www.democracynow.org/2018/6/12/prof_bruce_cumings_us_bombing_in
42,mail@democracynow.org (Democracy Now!),"On Tuesday, President Trump and North Korean leader Kim Jong-un sat down for two hours in private, with only their two interpreters, for a historic summit held in Singapore. In a joint statement following the meeting, Trump and Kim pledged to recover the remains of American prisoners of war and those missing in action from the Korean War. The commitment was one of four plans outlined by the leaders after their historic summit, where they promised to work toward complete denuclearization of the Korean Peninsula. For more, we're joined by Christine Ahn, founder and international coordinator of Women Cross DMZ, a global movement of women mobilizing to end the Korean War. 
","Tue, 12 Jun 2018 08:33:52 -0400",democracy now,A New Day for the Korean Peninsula: Christine Ahn Hails Denuclearization Pledge & New Peace Process,http://www.democracynow.org/2018/6/12/a_new_day_for_the_korean
43,mail@democracynow.org (Democracy Now!),"President Donald Trump and North Korean leader Kim Jong-un have wrapped up a historic summit pledging to work toward complete denuclearization of the Korean Peninsula, with President Trump announcing the end of U.S.-South Korean war games. The summit marked the first-ever meeting between a sitting U.S. president and a North Korean leader. For more, we speak with investigative journalist Tim Shorrock in Singapore.","Tue, 12 Jun 2018 08:13:11 -0400",democracy now,"Trump Vows to End ""Provocative"" War Games on Korean Peninsula After Historic Summit with Kim Jong-un",http://www.democracynow.org/2018/6/12/trump_vows_to_end_provocative_war
44,mail@democracynow.org (Democracy Now!),"In Historic Summit, Trump & Kim Jong-un Pledge to Pursue Denuclearization of Korean Peninsula, Jeff Sessions: Domestic & Gang-Based Violence Will No Longer Be Grounds for Asylum, Honduran Asylum Seeker Who Died by Suicide After Being Separated from Child Was Fleeing Violence, ""Systemic Traumatization"": Psychologists Slam Policy of Separating Families at Border, Supreme Court Rules 5-4 to Uphold Ohio's Decision to Purge Voting Rolls, Dozens Arrested Nationwide at 5th Week of Poor People's Campaign Protests, Ivanka Trump & Jared Kushner Earned $82M While Working at White House Last Year, Yemen: U.S.-Backed Saudi Coalition Bombs Doctors Without Borders Cholera Clinic, Syria: Nearly 1 Million People Internally Displaced During First 4 Months of 2018, Vietnam: Over 100 People Detained Protesting Special Economic Zones, Naples Mayor Condemns Italy's Decision to Turn Away Refugee Boat as ""Crime Against Humanity"", Education Dept. Probing Handling of Sexual Abuse Claims Against USC Gynecologist","Tue, 12 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 12, 2018",http://www.democracynow.org/2018/6/12/headlines
45,mail@democracynow.org (Democracy Now!),"Last week Donald Trump abruptly called off a planned visit by the Super Bowl-winning Philadelphia Eagles, tweeting, ""Staying in the Locker Room for the playing of our National Anthem is as disrespectful to our country as kneeling. Sorry!"" While not a single Eagles player kneeled during the national anthem in the 2017 season, Eagles safety Malcolm Jenkins did protest by raising a fist during the national anthem, in what has become one of the most enduring images of the protests. Last week, Eagles safety Malcolm Jenkins silently held up a series of signs to reporters in a team locker room in response to their questions about the cancellation of the team's White House visit. For more, we speak with Michael Eric Dyson, professor, political analyst and author. His latest book is ""What Truth Sounds Like: Robert F. Kennedy, James Baldwin, and Our Unfinished Conversation About Race in America."" 
","Mon, 11 Jun 2018 08:54:31 -0400",democracy now,"Michael Eric Dyson on NFL Protests, Malcolm Jenkins & Listening to Black Americans on Issues of Race",http://www.democracynow.org/2018/6/11/michael_eric_dyson_on_nfl_protests
46,mail@democracynow.org (Democracy Now!),"This month marks 50 years since the assassination of Robert F. Kennedy. On June 5, 1968, Kennedy was shot dead shortly after winning the California Democratic primary, a major boost in his campaign for the Democratic presidential nomination. His death came just two months after the assassination of the Rev. Martin Luther King Jr. and five years after the assassination of his own brother, President John F. Kennedy. We speak with Georgetown University professor Michael Eric Dyson about his new book that looks at Kennedy's evolution on civil rights. It is titled ""What Truth Sounds Like: Robert F. Kennedy, James Baldwin, and Our Unfinished Conversation About Race in America."" ","Mon, 11 Jun 2018 08:34:51 -0400",democracy now,"""What Truth Sounds Like"": Michael Eric Dyson on New Book About RFK, James Baldwin & Race in America",http://www.democracynow.org/2018/6/11/what_truth_sounds_like_michael_eric
47,mail@democracynow.org (Democracy Now!),"A new report by the Centers for Disease Control and Prevention has found the U.S. suicide rate rose by 25 percent over the past two decades. Topping the list was North Dakota, where suicides have risen by 57 percent from 1999 levels. Suicide is the 10th leading cause of death in the United States. For more, we speak with Dr. J. John Mann about this public health crisis. He is a psychiatry professor at Columbia University, a division director at the New York State Psychiatric Institute and a past president of the International Academy of Suicide Research and the American Foundation for Suicide Prevention. 
","Mon, 11 Jun 2018 08:10:56 -0400",democracy now,123 Deaths a Day: Inside the Public Health Crisis of Rising Suicide Rates in the United States,http://www.democracynow.org/2018/6/11/123_deaths_a_day_inside_the
48,mail@democracynow.org (Democracy Now!),"Trump and Kim Arrive in Singapore Ahead of Historic Summit, Trump Slams Canadian Prime Minister Justin Trudeau After G7 Summit, Israeli Troops Kill 4 Palestinians & Wound 600 More in Crackdown on Nonviolent Protest, Pentagon: U.S. Special Operations Soldier Alexander Conrad Killed in Somalia, Reports: Dozens Killed in Russian and Syrian Gov't Bombing in Idlib Province, Red Cross Evacuates 71 Staff Members from Yemen, Honduran Asylum Seeker, Separated from His Wife & Child, Dies by Suicide in Texas Jail, Rep. Pramila Jayapal: Separating Immigrant Mothers and Children Is Horrific, Judge Halts Deportation of NYC Delivery Worker Pablo Villavicencio, Pope Francis Warns Oil Company Executives Climate Change Threatens Humanity, India Moves to Ban Single-Use Plastics by 2022, Women March Across United Kingdom to Celebrate 100 Years of Female Suffrage, Philippines: Journalist Dennis Denora Killed in Mindanao, Robert De Niro Slams President at Tony Awards","Mon, 11 Jun 2018 08:00:00 -0400",democracy now,"Headlines for June 11, 2018",http://www.democracynow.org/2018/6/11/headlines
